window_id,source_stage,symbol,reference_label,final_regime,confidence,raw_up_score,raw_down_score,raw_flat_score,raw_unknown_score,clamped_up_score,clamped_down_score,clamped_flat_score,clamped_unknown_score,top1_raw_regime,top1_raw_score,top2_raw_regime,top2_raw_score,score_gap_raw_top2,top1_clamped_regime,top1_clamped_score,top2_clamped_regime,top2_clamped_score,score_gap_clamped_top2,selected_regime_before_fallback,selected_regime_after_fallback,fallback_triggered,fallback_reason,confidence_final,safety_ok,notes
sol_15m_expected_up_001,ENGINE-TREND-15,SOLUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.6607843137254902,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_down_001,ENGINE-TREND-15B,BTCUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.55,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_down_002,ENGINE-TREND-15B,BTCUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.8724489795918368,0.3,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_down_003,ENGINE-TREND-15B,BTCUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.5806451612903226,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_flat_001,ENGINE-TREND-15B,BTCUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.6000000000000001,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_flat_002,ENGINE-TREND-15B,BTCUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.5775280898876405,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_flat_003,ENGINE-TREND-15B,BTCUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.5872340425531914,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_mixed_001,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_mixed_002,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_mixed_003,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.30000000000000004,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_up_001,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_up_002,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.8431034482758621,0.3,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_up_003,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.5205882352941177,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_up_004,ENGINE-TREND-15B,BTCUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.5538461538461539,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_high_volatility_chop_001,ENGINE-TREND-15B,BTCUSDT,HIGH_VOLATILITY_CHOP,UNKNOWN,0.3,,,,,1.0,1.0,0.30000000000000004,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
btcusdt_15m_recent_baseline_001,ENGINE-TREND-15B,BTCUSDT,RECENT_BASELINE,UNKNOWN,0.3,,,,,1.0,1.0,0.5920000000000001,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_down_001,ENGINE-TREND-15B,ETHUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.625,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_down_002,ENGINE-TREND-15B,ETHUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_down_003,ENGINE-TREND-15B,ETHUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.5666666666666667,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_flat_001,ENGINE-TREND-15B,ETHUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.5548387096774194,0.1,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_flat_002,ENGINE-TREND-15B,ETHUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.6000000000000001,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_flat_003,ENGINE-TREND-15B,ETHUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.5930232558139535,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_mixed_001,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.5230769230769231,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_mixed_002,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_mixed_003,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.6428571428571429,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_up_001,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_up_002,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.5304347826086957,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_up_003,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.528,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_up_004,ENGINE-TREND-15B,ETHUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_high_volatility_chop_001,ENGINE-TREND-15B,ETHUSDT,HIGH_VOLATILITY_CHOP,UNKNOWN,0.3,,,,,1.0,1.0,0.5261904761904762,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
ethusdt_15m_recent_baseline_001,ENGINE-TREND-15B,ETHUSDT,RECENT_BASELINE,UNKNOWN,0.3,,,,,1.0,1.0,0.5957446808510638,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_down_001,ENGINE-TREND-15B,SOLUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_down_002,ENGINE-TREND-15B,SOLUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.5414634146341464,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_down_003,ENGINE-TREND-15B,SOLUSDT,EXPECTED_DOWN,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_flat_001,ENGINE-TREND-15B,SOLUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.5511111111111111,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_flat_002,ENGINE-TREND-15B,SOLUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.5902439024390245,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_flat_003,ENGINE-TREND-15B,SOLUSDT,EXPECTED_FLAT,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_mixed_001,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.5454545454545454,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_mixed_002,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.5361111111111112,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_mixed_003,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UNKNOWN_OR_MIXED,UNKNOWN,0.3,,,,,1.0,1.0,0.5260869565217392,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_up_001,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.6607843137254902,0.25,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_up_002,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_up_003,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_up_004,ENGINE-TREND-15B,SOLUSDT,EXPECTED_UP,UNKNOWN,0.3,,,,,1.0,1.0,0.2,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_high_volatility_chop_001,ENGINE-TREND-15B,SOLUSDT,HIGH_VOLATILITY_CHOP,UNKNOWN,0.3,,,,,1.0,1.0,0.6896825396825398,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
solusdt_15m_recent_baseline_001,ENGINE-TREND-15B,SOLUSDT,RECENT_BASELINE,UNKNOWN,0.3,,,,,1.0,1.0,0.5833333333333334,0.0,,,,,,UP,1.0,DOWN,1.0,0.0,UP,UNKNOWN,True,COMPOSER_CONSERVATIVE_FALLBACK_UNKNOWN,0.3,True,Trace-only observation; clamped ranking remains the decision path.
