ambiguous,clean_trades,disposition,expectancy_pct,expired,losses,profit_factor,split,total_net_return_pct_naive,trade_candidates,universe,variant,winrate_pct,wins
0,4,AUDIT_ONLY,-0.12575949924432267,0,3,0.7084845749418919,FULL_DIAGNOSTIC,-0.5030379969772907,4,449,confirmation_close__structural_high_only__fixed_1_5r,25.0,1
0,3,AUDIT_ONLY,-0.6913497432280405,0,3,0.0,TRAIN_DESIGN,-2.0740492296841215,3,327,confirmation_close__structural_high_only__fixed_2r,0.0,0
0,2,AUDIT_ONLY,0.6188513705458469,0,1,3.620168413936121,OUT_OF_TIME_VALIDATION,1.2377027410916939,2,122,confirmation_close__structural_high_only__fixed_2r,50.0,1
0,5,AUDIT_ONLY,-0.16726929771848553,0,4,0.6715604600433458,FULL_DIAGNOSTIC,-0.8363464885924277,5,449,confirmation_close__structural_high_only__fixed_2r,20.0,1
0,5,AUDIT_ONLY,-0.6529435054193135,0,5,0.0,TRAIN_DESIGN,-3.2647175270965674,5,327,confirmation_close__structural_high_only__nearest_support,0.0,0
0,2,AUDIT_ONLY,1.9839059727299289,0,1,9.399703084411405,OUT_OF_TIME_VALIDATION,3.9678119454598577,2,122,confirmation_close__structural_high_only__nearest_support,50.0,1
0,7,AUDIT_ONLY,0.10044205976618437,0,6,1.1881394062275648,FULL_DIAGNOSTIC,0.7030944183632906,7,449,confirmation_close__structural_high_only__nearest_support,14.285714285714286,1
0,20,AUDIT_ONLY,-0.492884137240942,1,18,0.1684413142520034,TRAIN_DESIGN,-9.85768274481884,21,327,confirmation_close__structural_high_only__previous_low,10.0,2
0,10,AUDIT_ONLY,0.3244520135591196,0,5,1.773380739365063,OUT_OF_TIME_VALIDATION,3.244520135591196,10,122,confirmation_close__structural_high_only__previous_low,50.0,5
0,30,AUDIT_ONLY,-0.22043875364092147,1,23,0.5879574319552313,FULL_DIAGNOSTIC,-6.613162609227644,31,449,confirmation_close__structural_high_only__previous_low,23.333333333333332,7
