candidate_id,symbol,setup_type,direction,entry_time,old_score,score_v2,filter_pass,fail_reasons,old_outcome,net_return_pct,split,short_reason
ET-HED-0114,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-12-04T21:30:00Z,80.08,49.65,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,1.2887107258938246,OUT_OF_TIME_VALIDATION,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0115,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-12-14T13:00:00Z,80.0502,82.25,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.7038270665245921,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0116,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-23T06:00:00Z,80.0448,74.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.7383678832711037,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0117,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-14T15:15:00Z,80.0439,29.55,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,NEITHER_EXPIRED,3.4186335457114163,TRAIN_DESIGN,TARGET_TOO_FAR; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0118,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-29T10:00:00Z,80.0165,55.65,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.4146118299347743,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0119,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-24T03:00:00Z,80.0077,58.5,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6236844736216025,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0120,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-09T11:30:00Z,79.9973,54.9,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5860918459728961,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0121,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-28T22:00:00Z,79.9751,75.2,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.1563011889035712,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0122,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-22T09:00:00Z,79.9729,29.95,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.33221103712211286,TRAIN_DESIGN,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0123,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-13T19:15:00Z,79.9701,49.65,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.5536733501454979,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0124,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-04T10:00:00Z,79.9464,51.0,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.704553531885537,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0125,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-21T18:30:00Z,79.9379,68.0,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.0319626880141764,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0126,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-07T23:30:00Z,79.9219,56.25,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5168494344195911,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0127,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-08-28T15:15:00Z,79.9157,81.7,PASS,,TP_BEFORE_SL,2.173723384500546,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0128,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-02T06:30:00Z,79.9118,89.2,PASS,,TP_BEFORE_SL,0.09597441319727207,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0129,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-03T09:15:00Z,79.8973,89.95,PASS,,SL_BEFORE_TP,-0.5704657403816045,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0130,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-10-06T12:45:00Z,79.881,79.9,PASS,,SL_BEFORE_TP,-0.6870860801781782,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0131,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-01T10:00:00Z,79.8736,85.9,PASS,,SL_BEFORE_TP,-0.6341352612571622,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0132,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-25T08:45:00Z,79.865,89.5,PASS,,TP_BEFORE_SL,0.25929075521861455,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0133,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-07T05:00:00Z,79.8504,53.7,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.41498953070415645,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0134,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-10T19:00:00Z,79.8502,92.8,PASS,,TP_BEFORE_SL,1.0864600490350247,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0135,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-07-14T20:45:00Z,79.8337,60.95,FAIL,TOO_TIGHT_STOP,SL_BEFORE_TP,-0.647213558180822,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0136,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-09-09T17:45:00Z,79.8305,40.8,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.6637144886754694,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0137,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-12-10T06:00:00Z,79.7875,76.4,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6978078398965292,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0138,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-10T15:45:00Z,79.7853,83.8,PASS,,SL_BEFORE_TP,-0.4052699246546608,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0139,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-16T17:45:00Z,79.7761,79.25,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,1.5434771183246918,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0140,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-12-10T17:15:00Z,79.7568,49.65,FAIL,TOO_TIGHT_STOP|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.9674992080369595,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0141,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-12-09T04:15:00Z,79.7414,45.65,FAIL,TOO_TIGHT_STOP|CHOPPY_SIDEWAYS_CONTEXT|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.5470723000291347,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME; CHOPPY_SIDEWAYS_CONTEXT
ET-HED-0142,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-06T06:15:00Z,79.7238,58.3,FAIL,WEAK_CONFIRMATION_VOLUME|CHOPPY_SIDEWAYS_CONTEXT,SL_BEFORE_TP,-0.5293875539432197,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME; CHOPPY_SIDEWAYS_CONTEXT
ET-HED-0143,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-13T12:45:00Z,79.7222,78.05,PASS,,SL_BEFORE_TP,-1.0080141644672134,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0144,BTCUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-10-16T04:30:00Z,79.6896,42.0,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.2620622784177721,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0145,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-13T09:45:00Z,79.683,72.05,FAIL,TOO_TIGHT_STOP,TP_BEFORE_SL,-0.1142131528007348,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0146,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-28T15:45:00Z,79.6753,79.25,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.6332270784459562,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0147,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-23T15:15:00Z,79.6611,69.35,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6900817017444902,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0148,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-27T10:30:00Z,79.6584,76.1,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.49748309093870735,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0149,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-12-03T07:00:00Z,79.6441,78.05,PASS,,SL_BEFORE_TP,-0.6063396167150825,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0150,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-09-14T22:30:00Z,79.6183,51.65,FAIL,TOO_TIGHT_STOP|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6668864197019863,TRAIN_DESIGN,TOO_TIGHT_STOP
ET-HED-0151,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-14T05:15:00Z,79.5762,82.8,PASS,,SL_BEFORE_TP,-1.4931838892029283,OUT_OF_TIME_VALIDATION,BOLLINGER_EXTENSION_RISK
ET-HED-0152,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-02T14:15:00Z,79.5705,81.85,PASS,,TP_BEFORE_SL,1.676293894497052,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0153,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-26T12:00:00Z,79.5647,56.1,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.5794121761392729,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0154,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-11-02T13:45:00Z,79.5305,47.25,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.5036967245013726,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0155,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-10T07:00:00Z,79.5158,59.55,FAIL,TOO_TIGHT_STOP,TP_BEFORE_SL,0.2856543461745106,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0156,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-05T17:30:00Z,79.5101,70.9,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.44969024748358377,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME; BOLLINGER_EXTENSION_RISK
ET-HED-0157,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-10-25T08:15:00Z,79.4702,72.95,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.4325790585418312,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0158,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-09-09T03:15:00Z,79.4622,79.9,PASS,,TP_BEFORE_SL,0.8572967881699087,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0159,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-08-04T10:15:00Z,79.4472,85.75,PASS,,SL_BEFORE_TP,-0.605575923989931,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0160,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-12T21:00:00Z,79.4449,74.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.600672234346193,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0161,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-23T04:15:00Z,79.4242,87.25,PASS,,SL_BEFORE_TP,-1.2212361985920785,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0162,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-04T07:30:00Z,79.3861,53.85,FAIL,ENTRY_AFTER_EXHAUSTION,SL_BEFORE_TP,-0.5932849586616941,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0163,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-19T08:30:00Z,79.3807,83.05,PASS,,TP_BEFORE_SL,0.2537510323184512,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0164,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-10-09T15:00:00Z,79.3557,79.45,PASS,,SL_BEFORE_TP,-1.0083143892058386,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0165,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-21T07:00:00Z,79.3549,46.05,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.3346242946151398,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0166,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-29T17:45:00Z,79.347,74.45,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.9815186662235618,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0167,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-01T10:30:00Z,79.3366,51.45,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.7983515841412061,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0168,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-18T00:45:00Z,79.3337,76.55,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.2813607724092412,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0169,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-11-09T07:30:00Z,79.3184,44.4,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.4497402131402297,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0170,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-29T07:30:00Z,79.3133,77.75,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.29447141176235725,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0171,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-11-16T04:30:00Z,79.2917,31.75,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6450339165545231,OUT_OF_TIME_VALIDATION,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0172,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-08-21T08:45:00Z,79.2867,43.5,FAIL,TOO_TIGHT_STOP|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.49194234592446506,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0173,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-12T00:00:00Z,79.2747,33.7,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6069720258475775,TRAIN_DESIGN,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0174,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-29T10:45:00Z,79.2703,74.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-1.0665800884955758,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0175,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-19T17:45:00Z,79.266,74.75,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.6870183718186446,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0176,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-10T10:15:00Z,79.2593,54.45,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION,SL_BEFORE_TP,-0.9179842751569771,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0177,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-07-14T19:30:00Z,79.2587,63.2,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6675057080780205,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0178,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-11-24T08:45:00Z,79.2353,42.0,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6988798324494742,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0179,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-10-12T14:15:00Z,79.217,30.1,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,0.508102906490767,TRAIN_DESIGN,TOO_TIGHT_STOP; LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD
ET-HED-0180,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-01T04:00:00Z,79.2019,45.3,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,TP_BEFORE_SL,1.0747131003856494,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0181,ETHUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-07-12T22:15:00Z,79.1998,86.5,PASS,,SL_BEFORE_TP,-0.5088233692281513,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0182,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-09-13T15:30:00Z,79.1985,80.45,FAIL,WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.700921770265203,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
ET-HED-0183,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-10-15T09:45:00Z,79.1973,92.8,PASS,,SL_BEFORE_TP,-0.9001016547179379,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0184,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-11-06T08:15:00Z,79.1964,40.05,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.615231987167395,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0185,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-08T17:30:00Z,79.1848,49.05,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.591173264715176,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0186,SOLUSDT,RANGE_MEAN_REVERSION_CANDIDATE,SHORT,2025-08-10T22:30:00Z,79.1744,79.9,PASS,,SL_BEFORE_TP,-0.7210703400021843,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0187,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-09-07T02:30:00Z,79.1656,58.5,FAIL,TOO_TIGHT_STOP,TP_BEFORE_SL,0.18504818860277028,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0188,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-07-24T07:00:00Z,79.1602,79.45,PASS,,SL_BEFORE_TP,-0.8588946052683537,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0189,BTCUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-23T15:15:00Z,79.1497,85.45,PASS,,TP_BEFORE_SL,0.32623866813394486,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0190,BTCUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-07-28T11:45:00Z,79.1432,76.9,PASS,,SL_BEFORE_TP,-0.4700272444162068,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0191,SOLUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-28T18:15:00Z,79.1372,55.8,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.7750385348194692,TRAIN_DESIGN,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0192,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-07-10T11:00:00Z,79.1356,49.2,FAIL,WEAK_CONFIRMATION_VOLUME|ENTRY_AFTER_EXHAUSTION|SCORE_V2_BELOW_PROVISIONAL_FLOOR,SL_BEFORE_TP,-0.6061359906287573,TRAIN_DESIGN,LATE_ENTRY_AFTER_EXHAUSTION; TREND_TOO_OLD; WEAK_CONFIRMATION_VOLUME
ET-HED-0193,ETHUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-11-06T08:00:00Z,79.1201,66.05,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.677654521923319,OUT_OF_TIME_VALIDATION,WEAK_CONFIRMATION_VOLUME
ET-HED-0194,ETHUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-12-15T08:00:00Z,79.1065,56.7,FAIL,TOO_TIGHT_STOP|WEAK_CONFIRMATION_VOLUME,TP_BEFORE_SL,0.27455783182587834,OUT_OF_TIME_VALIDATION,TOO_TIGHT_STOP; WEAK_CONFIRMATION_VOLUME
ET-HED-0195,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-10-15T14:30:00Z,79.0996,86.5,PASS,,TP_BEFORE_SL,0.8262734290479992,TRAIN_DESIGN,causal geometry passed without v2 penalty
ET-HED-0196,SOLUSDT,LONG_UP_CONTINUATION_RETEST,LONG,2025-11-23T15:15:00Z,79.0802,87.25,PASS,,TP_BEFORE_SL,0.9182717366455921,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0197,BTCUSDT,RANGE_MEAN_REVERSION_CANDIDATE,LONG,2025-11-14T19:15:00Z,79.061,77.35,PASS,,SL_BEFORE_TP,-1.083461514576765,OUT_OF_TIME_VALIDATION,causal geometry passed without v2 penalty
ET-HED-0198,BTCUSDT,SHORT_DOWN_CONTINUATION_RETEST,SHORT,2025-08-26T02:45:00Z,79.0572,77.3,FAIL,WEAK_CONFIRMATION_VOLUME,SL_BEFORE_TP,-0.6520543040960187,TRAIN_DESIGN,WEAK_CONFIRMATION_VOLUME
